Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
crochet-booties-beanie-set,,,,,,,,,0-3 mths,,Chocolate,,Lambskin top,G700-0003-02-LT,0.0,shopify,2,continue,manual,72.00,86.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-crochet-booties-and-beanie-set.jpg?v=1664844044,2,Chocolate crochet top booties,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-lambskin-top-crochet-booties-and-beanie-set.jpg?v=1664844056,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,0-3 mths,,Natural,,Crochet top,G700-0003-00-CT,0.0,shopify,1,continue,manual,72.00,86.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-crochet-top-booties.jpg?v=1664844048,3,Natural crochet top booties,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-crochet-booties-and-beanie-set.jpg?v=1664844044,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,0-3 mths,,Natural,,Lambskin top,G700-0003-00-LT,0.0,shopify,2,continue,manual,72.00,86.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-lambskin-top-crochet-booties.jpg?v=1664844052,4,Natural lambskin top crochet booties and beanie set,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-lambskin-top-crochet-booties.jpg?v=1664844052,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,3-6 mths,,Chocolate,,Crochet top,G700-0306-02-CT,0.0,shopify,1,continue,manual,72.00,86.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-lambskin-top-crochet-booties-and-beanie-set.jpg?v=1664844056,5,Chocolate lambskin top crochet booties and beanie set,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-top-booties.jpg?v=1664844041,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,3-6 mths,,Chocolate,,Lambskin top,G700-0306-02-LT,0.0,shopify,2,continue,manual,72.00,86.00,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-knitted-baby-beanie.jpg?v=1664844060,6,Natural knitted baby beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-lambskin-top-crochet-booties-and-beanie-set.jpg?v=1664844056,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,3-6 mths,,Natural,,Crochet top,G700-0306-00-CT,0.0,shopify,1,continue,manual,72.00,86.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-crochet-booties-and-beanie-set.jpg?v=1664844044,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,3-6 mths,,Natural,,Lambskin top,G700-0306-00-LT,0.0,shopify,2,continue,manual,72.00,86.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-lambskin-top-crochet-booties.jpg?v=1664844052,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,6-12 mths,,Chocolate,,Crochet top,G700-0612-02-CT,0.0,shopify,1,continue,manual,72.00,86.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-top-booties.jpg?v=1664844041,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,6-12 mths,,Chocolate,,Lambskin top,G700-0612-02-LT,0.0,shopify,2,continue,manual,72.00,86.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-lambskin-top-crochet-booties-and-beanie-set.jpg?v=1664844056,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,6-12 mths,,Natural,,Crochet top,G700-0612-00-CT,0.0,shopify,1,continue,manual,72.00,86.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-crochet-booties-and-beanie-set.jpg?v=1664844044,kg,,,,,
crochet-booties-beanie-set,,,,,,,,,6-12 mths,,Natural,,Lambskin top,G700-0612-00-LT,0.0,shopify,2,continue,manual,72.00,86.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-lambskin-top-crochet-booties.jpg?v=1664844052,kg,,,,,
slouchy-sweater-beanie-booties,"Slouchy Sweater, Beanie & Booties Set","<p>A unisex natural and mustard stripe set that is sure to please.<br>Soft natural merino knits for baby to lounge around in comfort and style.</p>
<p>Our slouchy is a simple merino baby sweater - raw edges with a slit at the back and fold back sleeves. Small button fastening.<br>Merino Beanie - snug and warm covering the ears in a striking colour combo.<br>Double knit booties with a crocheted chain to keep securely on baby's foot.<br>A much admired little set.</p>
Check out the individual garments that that are included in this gift set:
<div class=""textpad30"">
<a title=""Baby slouchy sweater"" href=""/products/baby-slouchy-sweater"">Baby Slouchy Sweater</a><br>
  <a title=""Baby beanies"" href=""/products/baby-beanies"">Baby Beanie</a><br>
  <a title=""Chunky knit booties"" href=""/products/chunky-knit-booties"">Chunky Knit Booties</a>
</div>
<br>
<p>All Weebits orders arrive in a gift box ready to share with family and friends.</p>",Weebits,Apparel & Accessories > Clothing > Baby & Toddler Clothing,Gift Set,"AGE_ 3-6 months, AGE_ 6-12 months, Baby gift ideas, Baby gift sets, baby hat, COLOUR_Mustard, COLOUR_Natural",true,Size,0-3 mths,Color,Natural - Mustard Set,,,G325-0003-00_00.07_07,0.0,shopify,1,deny,manual,130.00,147.95,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mustard-slouchy-sweater-beanie-booties.jpg?v=1664853073,1,"Natural mustard slouchy sweater, beanie and booties",false,"Slouchy Sweater, Beanie & Booties | Baby Gift Sets | Weebits","A baby sweater to lounge around in, snug fitting beanie covering the ears and double knit booties to keep baby feet warm. Unisex knitted merino baby gift sets.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mustard-slouchy-sweater-beanie-booties.jpg?v=1664853073,kg,,,,,active
slouchy-sweater-beanie-booties,,,,,,,,,3-6 mths,,Natural - Mustard Set,,,G325-0306-00_00.07_07,0.0,shopify,1,deny,manual,130.00,147.95,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/baby-in-natural-slouchy-sweater.jpg?v=1664853077,2,Baby in natural slouchy sweater,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mustard-slouchy-sweater-beanie-booties.jpg?v=1664853073,kg,,,,,
slouchy-sweater-beanie-booties,,,,,,,,,6-12 mths,,Natural - Mustard Set,,,G325-0612-00_00.07_07,0.0,shopify,1,deny,manual,130.00,147.95,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mustard-baby-beanie.jpg?v=1664853081,3,Natural mustard baby beanie,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mustard-slouchy-sweater-beanie-booties.jpg?v=1664853073,kg,,,,,
slouchy-sweater-beanie-booties,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mustard-baby-booties.jpg?v=1664853084,4,Mustard baby booties,,,,,,,,,,,,,,,,,,,,,,,
sheepskin-play-rug,Sheepskin Play Rug,"<p>Baby sheepskin NZ sourced.<br>Snuggly and soft, these long wool sheepskin play rugs are perfect for tummy time and play when your baby is up and about. The long wool fleeces come from new season lambs and are selected for their extremely soft wool pile, which is ideal for babies<br>They make a great familiar space for baby while they are learning to explore and move.</p>
<p>As these are natural products colouring may not be even throughout the rug but this just adds to the beauty. Every sheepskin is different.<br>This season the white is more off white due to the dry humid conditions.</p>
<p>Comes in a cotton drawstring bag.</p>
<p>Size:                 Length 80cm x Width 60cm (approximate)<br>Wool Length:   Long 40-50mm</p>
<p>Quick Care:<br> Occasional vacuuming, shaking, brushing and spot cleaning using wool wash.</p>
<h6>The Benefits of Sheepskin</h6>
<p>Nurturing:<br>The soft, cosy fibres in natural sheepskin create a warm, familiar space for babies, helping them to feel safe and secure.</p>
<p>Natural and Safe:<br>Wool is a pure, natural fibre designed by Mother Nature. These New Zealand sheepskins are sourced from local farmers and tanned using organic processes. Naturally hypoallergenic, wool is a safe fibre for baby to sleep and play on. Sanitized® is an added barrier from bacteria.<br>All Classic rugs are tanned using environmentally friendly methods that meet or exceed European Standards under the European REACH Regulations. This ensures the highest quality standards providing you with a piece of this special country.<br></p>
<ul>
<li>Machine Washable</li>
<li>Sanitized and Chrome Free</li>
<li>No Harmful Chemicals</li>
<li>No Formaldehyde</li>
</ul>",NZ Made,Baby & Toddler,Baby Rug,"Clothing Accessories, Nursery, Rug",true,Colour,Honey,,,,,N10-10,0.0,shopify,1,deny,manual,137.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/honey-sheepskin-play-rug.jpg?v=1664853047,1,Honey sheepskin play rug,false,Baby Sheepskin NZ | Sheepskin Play Rug | Weebits,"Baby Sheepskin NZ sourced. Snuggly and soft, this long wool sheepskin play rug is perfect for tummy time and play when your baby is up and about exploring.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/honey-sheepskin-play-rug.jpg?v=1664853047,kg,,,,,active
sheepskin-play-rug,,,,,,,,,Off-white,,,,,N10-00,0.0,shopify,1,deny,manual,137.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/baby-on-natural-sheepskin-play-rug.jpg?v=1664853051,2,Baby on natural sheepskin play rug,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/baby-on-natural-sheepskin-play-rug.jpg?v=1664853051,kg,,,,,
sheepskin-play-rug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/reverse-of-sheepskin-play-rug.jpg?v=1664853054,3,Reverse of sheepskin play rug,,,,,,,,,,,,,,,,,,,,,,,
sheepskin-play-rug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/off-white-sheepskin-play-rug.jpg?v=1664853058,4,Off-white sheepskin play rug,,,,,,,,,,,,,,,,,,,,,,,
sheepskin-baby-rug,Sheepskin Baby Rug,"<p>This short wool sheepskin baby rug is made especially for the bassinet or cot. They are soft and cosy. Best slipped under the fitted sheet to promote a warm, comforting great night’s sleep for your little one.</p>
<p>A very thick dense sheep skin sleep rug which comes from selected shorn lambs to provide a thick pile ideal for weight distribution and air circulation.
  <br>As these are natural products colouring may not be even throughout the rug but this just adds to the beauty<br>This season the white is more off white due to the dry humid conditions.</p>
<p>We recommend the short wool rugs for sleeping.<br>Comes in a cotton drawstring bag.</p>
<p>Size:                 80cm long x 60cm wide (approximate)<br>Wool Length:   Short 25mm</p>
<h6>The Benefits of Sheepskin for Babies</h6>
<p>Sleep
  <br>The fine, natural wool fibres in sheepskin are cosy and soft, and help to regulate body temperature and absorb moisture, which all helps baby to sleep longer.</p>
<p>Natural and Safe
  <br> Wool is a pure, natural fibre designed by Mother Nature. These New Zealand sheepskins are sourced from local farmers and tanned using organic processes. Naturally hypoallergenic, wool is a safe fibre for baby to sleep and play on. Sanitized® is an added barrier from bacteria.
  <br>All Classic rugs are tanned using environmentally friendly methods that meet or exceed European Standards under the European REACH Regulations. This ensures the highest quality standards providing you with a piece of this special country</p>
<p>Sheepskin in Cots:<br> When using a sheepskin rug in a cot for sleep we recommend the following advice from Plunket:<br>""If you want to use a sheepskin, use a short-hair type, and cover it with a sheet.""</p>
<p>Crafted Since 1969<br>The only baby sheepskin rugs grown, sourced, designed and hand finished entirely in New Zealand. Natural materials are sourced from local farms and selected based on quality, softness and size. The rugs and other wool products are tanned and finished in a locally-owned facility in the North Island city of Napier.</p>
<p>The tanning process is organic, chrome-free and no harmful chemicals are used such as formaldehyde or arsenic. The process adheres to the Swiss Sanitized® standard, which is an added barrier assuring you that no bacteria and odours will develop. The production follows the strictest New Zealand regulations to meet safety  and sustainability standards, and ensures that everything is mindful of the environmental footprint.</p>
<p>Quick Care<br>
Occasional vacuuming, shaking, brushing and spot cleaning using wool wash</p>",NZ Made,Baby & Toddler,Baby Rug,"Clothing Accessories, Nursery, Rug",true,Colour,Off White,,,,,N11-00,0.0,shopify,1,deny,manual,137.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/white-sheepskin-baby-rug.jpg?v=1664852329,1,White sheepskin baby rug,false,Sheepskin Baby Rug | Sheepskins For Babies | Weebits,"Sheepskin baby rug NZ made. Soft, cosy and comforting, the short wool rugs are ideal in cot or bassinet to promote a great night’s sleep for your little one.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/white-sheepskin-baby-rug.jpg?v=1664852329,kg,,,,,active
sheepskin-baby-rug,,,,,,,,,Honey,,,,,N11-10,0.0,shopify,1,deny,manual,137.00,,true,true,,https://cdn.shopify.com/s/files/1/2115/6269/products/honey-sheepskin-baby-rug.jpg?v=1664852334,2,Honey sheepskin baby rug,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/honey-sheepskin-baby-rug.jpg?v=1664852334,kg,,,,,
sheepskin-baby-rug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/packaged-sheepskin-baby-rug.jpg?v=1664852338,3,Packaged sheepskin baby rug,,,,,,,,,,,,,,,,,,,,,,,
sheepskin-baby-rug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/reverse-of-sheepskin-baby-rug.jpg?v=1664852342,4,Reverse of sheepskin baby rug,,,,,,,,,,,,,,,,,,,,,,,
sheepskin-baby-rug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/sheepskin-baby-rug-with-drawstring-bag.jpg?v=1664852346,5,Sheep baby rug with drawstring bag,,,,,,,,,,,,,,,,,,,,,,,
sheepskin-booties,Sheepskin Booties,"<p>No more cold feet with these beautiful baby sheepskin booties NZ made. This easy fit bootie has a toggle fastener that can be tightened or loosened as required to keep them on securely.<br></p>
<p>The warmest little toddler shoe made locally from pure NZ sheepskin.<br>Your babies foot is surrounded with cosy soft wool. The soft sole allows for the flexibility in their feet as they first learn to balance &amp; walk.</p>
<p>Colour variations can occur from pair to pair - it depends on the wool at the time of manufacture.</p>
<p>Foot Sizing:<br>3-6 mths : 10cm<br>6-12 mths : 11cm<br>12-18 mths : 12cm<br>18-24 mths: 13cm</p>
<p>You can't go wrong with sheepskin for babies</p>",NZ Made,,Baby Footwear,"AGE_ 3-6 months, AGE_ 6-12 months, AGE_1-2 years, Baby Footwear, Footwear, Sheepskin Booties",true,Size,3-6 mths,Colour,White wool,,,F07-0306-W,0.0,shopify,7,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-sheepskin-booties.jpg?v=1664854972,1,Natural sheepskin booties,false,Sheepskin Booties | Baby Booties | Weebits,Sheepskin booties NZ made. No more cold feet with the soft sole allowing for flexibility in baby feet as they learn to walk and a toggle for a secure fit.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-sheepskin-booties.jpg?v=1664854972,kg,,,,,active
sheepskin-booties,,,,,,,,,6-12 mths,,White wool,,,F07-0612-W,0.0,shopify,3,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/sheepskin-bootie-brown-wool.jpg?v=1664855432,2,sheepskin bootie brown wool,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-sheepskin-booties.jpg?v=1664854972,kg,,,,,
sheepskin-booties,,,,,,,,,6-12 mths,,Brown wool,,,"",0.0,shopify,1,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/toddler-wearing-sheepskin-booties.jpg?v=1664855019,3,Toddler wearing sheepskin booties,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/sheepskin-bootie-brown-wool.jpg?v=1664855432,kg,,,,,
sheepskin-booties,,,,,,,,,12-18 mths,,White wool,,,F07-1218-W,0.0,shopify,0,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/sheepskin-booties-in-tree.jpg?v=1664855019,4,Sheepskin booties in tree,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/sheepskin-booties-in-tree.jpg?v=1664855019,kg,,,,,
sheepskin-booties,,,,,,,,,18-24 mths,,White wool,,,F07-1824-W,0.0,shopify,4,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/sheepskin-booties-being-made.jpg?v=1664855019,5,Sheepskin booties being made,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/sheepskin-booties-in-tree.jpg?v=1664855019,kg,,,,,
crochet-booties,Crochet Booties,"<p>The little crochet booties that we all know and love. Hand crocheted and lined with lambskin. The warmest baby footwear around.</p>
<p>Two different variations - both lined with lambskin.<br> One has a crocheted top and the other has a lambskin top.</p>
<p>Using natural undyed wool, with a soft lambskin sole, these combine nature’s natural warming components. The use of all natural materials for these crochet booties ensures they are cosy and safe on sensitive skin. Wool is extremely warm and will carefully look after those precious little feet.</p>
<p>These luxurious hand crocheted baby booties, in chocolate or cream wool, feature a contrasting stripe, bow tie and are completed with a lambskin or crochet upper. The soft leather sole is ideal for cosy indoor activities while the fluffy inner feels like walking on a cloud.</p>
<p>Our crochet baby booties are made using 100% New Zealand sheepskin and undyed wool yarn from Napier based spinners.</p>",NZ Made,,Baby Footwear,"AGE_ 0-3 months, AGE_ 3-6 months, AGE_ 6-12 months, Baby Footwear, Crochet Booties, crochet sheepskin booties, Footwear",true,Size,0-6 mths,Colour,Cream / Lambskin top,,,F06-0006-00-L,0.0,shopify,1,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/cream-crochet-booties-with-lambskin-top.jpg?v=1664844018,1,Cream crochet booties with lambskin top,false,Crochet Booties | Baby Booties | Weebits,"Crochet booties are just the best baby footwear. Baby booties made using natural undyed wool, with a soft lambskin sole. Cosy and safe on sensitive skin.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/cream-crochet-booties-with-lambskin-top.jpg?v=1664844018,kg,,,,,active
crochet-booties,,,,,,,,,0-6 mths,,Cream / Crochet top,,,F06-0006-00-C,0.0,shopify,3,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/cream-crochet-booties-with-crochet-top.jpg?v=1664844021,2,Cream crochet booties with crochet top,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/cream-crochet-booties-with-crochet-top.jpg?v=1664844021,kg,,,,,
crochet-booties,,,,,,,,,0-6 mths,,Chocolate / Lambskin top,,,F06-0006-02-L,0.0,shopify,4,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-booties-with-lambskin-top.jpg?v=1664844025,3,chocolate crochet booties with lambskin top,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-booties-with-lambskin-top.jpg?v=1664844025,kg,,,,,
crochet-booties,,,,,,,,,0-6 mths,,Chocolate / Crochet top,,,F06-0006-02-C,0.0,shopify,5,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-booties.jpg?v=1664844029,4,chocolate crochet booties,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-booties.jpg?v=1664844029,kg,,,,,
crochet-booties,,,,,,,,,6-12 mths,,Cream / Lambskin top,,,F06-0612-00-L,0.0,shopify,2,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/leather-sole-of-crochet-booties.jpg?v=1664844032,5,Leather sole of crochet booties,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/cream-crochet-booties-with-lambskin-top.jpg?v=1664844018,kg,,,,,
crochet-booties,,,,,,,,,6-12 mths,,Cream / Crochet top,,,F06-0612-00-C,0.0,shopify,3,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2115/6269/products/baby-wearing-crochet-booties.jpg?v=1664844037,6,Baby wearing crochet booties,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/cream-crochet-booties-with-crochet-top.jpg?v=1664844021,kg,,,,,
crochet-booties,,,,,,,,,6-12 mths,,Chocolate / Lambskin top,,,F06-0612-02-L,0.0,shopify,3,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-booties-with-lambskin-top.jpg?v=1664844025,kg,,,,,
crochet-booties,,,,,,,,,6-12 mths,,Chocolate / Crochet top,,,F06-0612-02-C,0.0,shopify,5,deny,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/chocolate-crochet-booties.jpg?v=1664844029,kg,,,,,
aran-jumper-cable-knit-hat,Aran Jumper & Cable Knit Hat,"<p>A merino hand knitted Aran jumper and cable knit hat set for your baby.</p>
<p>Taking us back to the 30's with this Aran style sweater. Intricate cabling, roll neck ribbed collar, wide opening for easy slip over babies head.<br>Aran Jumpers are extremely popular due to their warmth, style and comfort. <br><br>Add a matching cable knit hat to complete this gorgeous set!<br>Hand knitted merino baby hat<br>Firm fit over the ears, fluffy pompom with a ribbed edge. <br>Easy fold up rim if a little large. Warm thick knits for little heads.</p>
<p>Hours of love has gone into these beautifully hand crafted baby sweaters and hats by a very talented knitter in the Wairarapa.</p>Check out the individual garments that that are included in this gift set:
<div class=""textpad30"">
<a title=""Baby Aran jumper"" href=""/products/baby-aran-jumper"">Baby Aran Jumper</a><br><a title=""Cable knit baby hat"" href=""/products/cable-knit-baby-hat"">Cable knit baby hat</a>
</div>
<br>
<p>Normally your purchases will be sent in one parcel. If you are buying gifts for more than one baby please let us know if you want them sent in separate boxes.</p>
<p>Handmade using our New Zealand undyed natural merino yarn.</p>",Weebits,Apparel & Accessories > Clothing > Baby & Toddler Clothing,Gift Set,"AGE_ 6-12 months, COLOUR_Mushroom, COLOUR_Natural, Gift Set",true,Size,6-12 months,Colour,Natural,,,G305-0612-00,0.0,shopify,1,deny,manual,142.00,152.00,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-aran-sweater-and-cable-hat.jpg?v=1664663414,1,Natural Aran sweater and cable hat,false,Aran Jumper & Cable Knit Hat | Baby Gifts | Weebits,"Aran jumper - intricate cabling, roll neck & ribbed collar. Cable knit hat - firm fit over the ears with fluffy pompom & ribbed edge. All in hand knitted merino.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-aran-jumper-and-cable-hat.jpg?v=1664663418,kg,,145.00,,,active
aran-jumper-cable-knit-hat,,,,,,,,,6-12 months,,Mushroom,,,G305-0612-01,0.0,shopify,1,deny,manual,142.00,152.00,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/natural-aran-jumper-and-cable-hat.jpg?v=1664663418,2,Natural Aran jumper and cable hat,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/mushroom-aran-jumper-and-cable-hat.jpg?v=1664663422,kg,,145.00,,,
aran-jumper-cable-knit-hat,,,,,,,,,6-12 months,,Oatmeal Marle,,,G305-0612-11,0.0,shopify,1,deny,manual,142.00,152.00,true,false,"",https://cdn.shopify.com/s/files/1/2115/6269/products/mushroom-aran-jumper-and-cable-hat.jpg?v=1664663422,3,Mushroom Aran jumper and cable hat,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/oatmeal-aran-jumper-and-cable-hat.jpg?v=1664663427,kg,,145.00,,,
aran-jumper-cable-knit-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/oatmeal-aran-jumper-and-cable-hat.jpg?v=1664663427,4,Oatmeal Aran jumper and cable hat,,,,,,,,,,,,,,,,,,,,,,,
aran-jumper-cable-knit-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mushroom-aran-sweater-and-cable-hat.jpg?v=1664663431,5,Natural mushroom Aran sweater and cable hat,,,,,,,,,,,,,,,,,,,,,,,
aran-jumper-cable-knit-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/natural-mushroom-aran-jumper-and-cable-hat.jpg?v=1664663434,6,Natural mushroom Aran jumper and cable hat,,,,,,,,,,,,,,,,,,,,,,,
aran-jumper-cable-knit-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/aran-jumper-being-knitted.jpg?v=1664663438,7,Aran jumper being knitted,,,,,,,,,,,,,,,,,,,,,,,
aran-jumper-cable-knit-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2115/6269/products/baby-wearing-mushroom-aran-jumper.jpg?v=1664663441,8,Baby wearing mushroom Aran jumper,,,,,,,,,,,,,,,,,,,,,,,
